Page title,URL,Article Body
How Do I Know if My SIM is 5G Enabled?,https://mobile-help.talk-home.com/support/solutions/articles/101000419538-how-do-i-know-if-my-sim-is-5g-enabled-,"Talk Home Mobile SIMs are currently 4G by default. To use 5G when available, ensure your handset is 5G-ready and activate a compatible plan."
How To Get My PAC or STAC Code,https://mobile-help.talk-home.com/support/solutions/articles/101000419524-how-to-get-my-pac-or-stac-from-my-previous-network-,"Request your PAC from your previous network—it is usually provided immediately on the phone or within hours by text. PACs are nine digits and valid for 30 days; if it expires, request a new one. To end your contract without keeping your number, text 75075 to get a STAC code."
My SIM Card is Stolen| How Can I Prevent from Misuse?,https://mobile-help.talk-home.com/support/solutions/articles/101000421110-my-sim-card-is-stolen-how-can-i-prevent-from-misuse-,"If your SIM card is stolen, report it to Talk Home immediately so support can block it and prevent misuse. If your phone is stolen, report it to the police and provide your IMEI; note the crime reference number for insurance. You are liable for charges until you report the loss. You can request a replacement SIM from Talk Home to be delivered to your address."
I Lost My SIM. Can I Recover My Contacts Back?,https://mobile-help.talk-home.com/support/solutions/articles/101000421112-i-lost-my-sim-can-i-recover-my-contacts-back-,"If you stored contacts on the SIM and you lose the SIM, those contacts cannot be recovered. Talk Home can issue a new SIM with the same number, but the SIM-stored contacts remain lost. Back up contacts to cloud or phone storage to keep them safe."
How to Get PAC code to Leave Talk Home?,https://mobile-help.talk-home.com/support/solutions/articles/101000419627-how-to-get-pac-code-to-leave-talk-home-,"To leave Talk Home and keep your number, request a PAC code: text PAC to 65075 or use the Port Out option in your online account. Provide the PAC to your new network to complete the transfer."
Lost My SIM| Can I Get the Same Number Again,https://mobile-help.talk-home.com/support/solutions/articles/101000421117-i-lost-my-sim-can-i-get-the-same-number-again-,"Yes—you can get the same number again. (1) Block your lost SIM immediately by contacting Talk Home. (2) Order a free replacement SIM. Do not insert it until the replacement is processed. (3) When the replacement SIM arrives, contact customer support to transfer your old number to the new SIM. Note: Replacement is processed by support before reassignment; if the lost SIM is later found, support can unblock it."
Is Your Network On 5G?,https://mobile-help.talk-home.com/support/solutions/articles/101000421125-is-your-network-on-5g-,"Talk Home Mobile offers free 5G-ready plans at no extra cost. To enjoy 5G, use a 5G-ready handset and activate a 5G-ready PAYG or Monthly Plan."
How Do I Block a Number?,https://mobile-help.talk-home.com/support/solutions/articles/101000421121-how-do-i-block-a-number-,"You can block unwanted callers from your phone settings. Talk Home Mobile can also block those numbers. For detailed spam call blocking steps, see the spam calls article or contact support."
MMS APN Settings Guide,https://mobile-help.talk-home.com/support/solutions/articles/101000421161-mms-apn-settings-guide,"MMS APN settings: MMSC: http://mms/ | MMS proxy: 149.254.201.135 | MMS port: 8080 | MCC: 234 | MNC: 30. iOS usually configures automatically after a network settings reset; on Android, set these under Settings > Mobile Networks > Access Point Names."
How To Turn on Local Emergency Alerts?,https://mobile-help.talk-home.com/support/solutions/articles/101000421162-how-to-turn-on-local-emergency-alerts-,"Your device auto-sets Local Emergency Alerts after inserting the SIM. To set manually: On iOS: Settings > Notifications, toggle Local Emergency Alerts ON. On Android: go to Settings and look for Emergency Broadcasts, Cell Broadcasts, Emergency Alerts, or Message Settings > Emergency Alert Settings (names vary by device)."
How to Turn My Voicemail On & Off?,https://mobile-help.talk-home.com/support/solutions/articles/101000421184-how-to-turn-my-voicemail-on-off-,"Turn Talk Home voicemail ON by dialing *123*1#. Turn voicemail OFF by dialing *123*2#. For help, email cs-mobile@talk-home.com."
How to Reset My Voicemail PIN Code?,https://mobile-help.talk-home.com/support/solutions/articles/101000421170-how-to-reset-my-voicemail-pin-code-,"To reset your Talk Home voicemail PIN: dial 379 from your Talk Home number, choose option 3, and reset the PIN."
How Do You Activate a Plan?,https://mobile-help.talk-home.com/support/solutions/articles/101000423716-how-do-you-activate-a-plan-,"Activate a plan by text or via the website. Text: find the plan's unique short code on the plan page and send it from your Talk Home SIM to 579. Website: log in (or use Fast Buy), use account credit or add a card/PayPal, and complete payment to activate."
Can I Activate an Add-on While I'm Already Using a Plan?,https://mobile-help.talk-home.com/support/solutions/articles/101000423717-if-my-data-expires-while-i-am-still-left-with-minutes-can-i-purchase-an-add-on-,"Yes, you can purchase an additional plan at any time. While formal 'add-ons' may not be listed, you can buy any PAYG data or hybrid plan whenever your current plan's data expires or finishes."
Talk Home Mobile Special Offers,https://mobile-help.talk-home.com/support/solutions/articles/101000423722-how-can-i-find-special-offers-on-talk-home-mobile-,"You can learn about special offers via: Email notifications (ensure the registered email is valid), Push notifications on your Talk Home number, and banners on the Talk Home Mobile website."
Talk Home Mobile Freedom Plans,https://mobile-help.talk-home.com/support/solutions/articles/101000423723-what-are-talk-home-mobile-monthly-plans-,"Monthly Plans provide freedom with great rates for calls, texts, and data. Examples: Monthly Basic Plus 15GB� 15GB Data, Unlimited Minutes & Texts (rolling monthly). Monthly Blue Plus 30GB — 30GB Data, Unlimited Minutes & Texts (rolling monthly). To cancel a rolling plan, contact cs-mobile@talk-home.com."
Where Can I Find the Details of a Plan? ,https://mobile-help.talk-home.com/support/solutions/articles/101000423742-where-can-i-find-the-details-of-a-plan-,"Find plan details on Android: Settings > Google > Mobile data plan. See status, buy more data in 'Buy data', and control notifications. If you don’t see 'Mobile data plan', your provider may not support it."
What are Talk Home Mobile PAYG Plans?,https://mobile-help.talk-home.com/support/solutions/articles/101000423727-what-are-talk-home-mobile-payg-plans-,"PAYG plans are designed without long-term contracts, offering UK Plans (great value for data/minutes/SMS), International Plans (affordable calling to 240+ destinations), and Freedom Plans (mix of UK & International options)."
Does a Plan Have an Expiry Date?,https://mobile-help.talk-home.com/support/solutions/articles/101000423812-does-a-plan-have-an-expiry-date-,"Plan expiry means the date your plan ends. Talk Home plans are valid for 30 days and then expire. Some promotional offers (e.g., Ethiopia, Afghanistan) can be valid for 90+ days."
How Can I Cancel Auto-Renewal on My Plan?,https://mobile-help.talk-home.com/support/solutions/articles/101000423818-how-can-i-cancel-auto-renewal-on-my-plan-,"Cancel auto-renewal by logging into your account and turning auto-renewal off, calling customer service to deactivate it, or emailing cs-mobile@talk-home.com."
Why Can't I Purchase Some Plans?,https://mobile-help.talk-home.com/support/solutions/articles/101000423824-why-can-t-i-purchase-some-plans-,"If you can't purchase certain plans online, check card expiry, re-enter details correctly, ensure sufficient funds, confirm with your bank that e-commerce is enabled, and ensure stable internet. If issues persist, contact customer services."
What Are the Charges for Talk Home to Talk Home?,https://mobile-help.talk-home.com/support/solutions/articles/101000423831-what-are-the-charges-for-talk-home-to-talk-home-,
Will My Plan Work in the EU?,https://mobile-help.talk-home.com/support/solutions/articles/101000423828-will-my-plan-work-in-the-eu-,"Selected UK plans include EU roaming at domestic rates for calls, data, and SMS (e.g., Data Saver, Unlimited UK Plan 5/8/10/15, Data Max, Data Extra)."
How to Activate Roaming with Talk Home? ,https://mobile-help.talk-home.com/support/solutions/articles/101000423834-how-to-activate-roaming-with-talk-home-,Roaming is enabled by default once your SIM is activated in the UK. To turn on data roaming: On iPhone: Settings > Mobile Data > Mobile Data Options > toggle Data Roaming ON. On Android: Settings > Connections > Mobile Networks > toggle Data Roaming ON.
Total Number of Plans I Can Have,https://mobile-help.talk-home.com/support/solutions/articles/101000423847-how-many-plans-can-i-have-on-my-talk-home-mobile-account-,"You can have up to 10 plans on a single Talk Home Mobile account. If you already have 10, delete one before adding a new plan."
What Are Your Roaming Charges?,https://mobile-help.talk-home.com/support/solutions/articles/101000423850-what-are-your-roaming-charges-,"Roaming lets your phone connect to other networks when you travel. Charges are typically higher than domestic rates; Talk Home offers affordable roaming plans, but costs may still exceed regular rates."
Manage Your Roaming Charges,https://mobile-help.talk-home.com/support/solutions/articles/101000424058-how-can-you-manage-your-roaming-charges-,Manage roaming from your Talk Home dashboard (Dashboard > Summary) to view status and top up as needed. EU roaming is free; other countries have affordable charges.
I Forgot My Password or Username| What Should I Do?,https://mobile-help.talk-home.com/support/solutions/articles/101000424084-i-forgot-my-password-or-username-what-should-i-do-,"Your Talk Home username is your registered email. To reset your password: visit the login page, enter email, click ‘Forgot my password’ and follow the emailed instructions. For issues, dial 579 or +44 (0)330 993 7339."
What Should I Do IF I Forgot My PIN/PUK Code?,https://mobile-help.talk-home.com/support/solutions/articles/101000424118-what-should-i-do-if-i-forgot-my-pin-puk-code-,"PUK (Personal Unlock Key) is an 8-digit code linked to your SIM. After three incorrect PIN attempts, you'll need the PUK to unlock the SIM. Contact customer services (579 or +44 (0)330 993 7339) to receive your PUK after identity verification."
What is Auto Renew?,https://mobile-help.talk-home.com/support/solutions/articles/101000424130-what-is-auto-renew-,"Auto-renew lets your plan renew automatically before expiry. Enable it by logging into your account, selecting Auto-renew, and adding a payment method (card or PayPal)."
What is Auto Top-Up?,https://mobile-help.talk-home.com/support/solutions/articles/101000424128-what-is-auto-top-up-,"Auto Top-Up automatically adds credit when your balance drops below your chosen threshold. Enable it in your account: Top Up by Card > Auto Recharge, then set threshold and amount."
Where Can I Find My Talk Home Mobile Number?,https://mobile-help.talk-home.com/support/solutions/articles/101000424750-where-can-i-find-my-talk-home-mobile-number-,Find your Talk Home number by checking the SIM jacket or by dialing *123*9# to display it on screen.
What information should I include when emailing a complaint to Talk Home Mobile?,https://mobile-help.talk-home.com/support/solutions/articles/101000500922-what-information-should-i-include-when-emailing-a-complaint-to-talk-home-mobile-,"When emailing a complaint, include: full name, full postal address, calling card number, details of the complaint, what resolution you want, and a daytime contact number. Avoid sharing sensitive information by email."
How Can I Cancel My Monthly Rolling Plan?,https://mobile-help.talk-home.com/support/solutions/articles/101000506737-how-can-i-cancel-my-monthly-rolling-plan-,"To cancel a monthly rolling plan: log in to your account, open the dashboard, go to plan management/subscriptions, choose cancel/unsubscribe, and follow on‑screen steps to confirm. Keep the confirmation for records."
What is Talk Home Mobile's Age-Restricted Services Policy?,https://mobile-help.talk-home.com/support/solutions/articles/101000564036-what-is-talk-home-mobile-s-age-restricted-services-policy-,"Age-restricted services are not permitted below the specified age. If you allow someone under the age to use your handset/SIM, ensure access to age‑restricted services is deactivated. Do not share such content with underage users."
What are the Plans Types,https://mobile.talk-home.com/,"Talk Home offers a variety of plans to suit different needs:
- Monthly Plans: These include a range of data, minutes, and SMS options with free EU roaming, such as the 50GB Monthly Plan, 15GB Monthly Plan, and more.
- Yearly Plans: These plans offer fixed UK prices until 2026 with ultra-fast 5G and free EU roaming, such as the BLUE MAX 12 (40GB), STARTER MAX 12 (7GB), BASIC MAX 12 (20GB), SILVER MAX 12 (60GB), and GOLD MAX 12 (120GB).
- PAYG Plans: No-contract, affordable pay-as-you-go plans starting from just 1p.
- International Plans: Various plans to make cheap calls internationally from the UK.
- Data Bolt-ons: Affordable options to ensure you never run out of data when you need it most.
For more details, you can visit the Talk Home website or contact customer services."
What Monthly or 30-day Plans talk home offers,https://mobile.talk-home.com/sim-only-deals/monthly,"Talk Home offers a variety of SIM-only plans including:
- 50GB Monthly Plan: 50GB data, unlimited minutes, unlimited SMS, free EU roaming for �7.49.
- 15GB Monthly Plan: 15GB data, unlimited minutes, unlimited SMS for �5.49.
- 10GB Monthly Plan: 10GB data, unlimited minutes, unlimited SMS for �4.49.
- 5GB Monthly Plan: 5GB data, unlimited minutes, unlimited SMS for �3.99.
- Gold Plus Plan: 100GB data, unlimited minutes, unlimited SMS, free EU roaming for �20.
For more details, you can visit the Talk Home website or contact customer services."
What 12-month or yearly Plans talk home mobile offers,https://mobile.talk-home.com/sim-only-deals/12-month-plan,"Talk Home offers several 12-month SIM-only deals with fixed UK prices until 2026, ultra-fast 5G, and free EU roaming. Here are some of the available yearly plans:
- BLUE MAX 12: 40GB data, unlimited minutes & SMS for �10.
- STARTER MAX 12: 7GB data, unlimited minutes & SMS for �5.
- BASIC MAX 12: 20GB data, unlimited minutes & SMS for �8.
- SILVER MAX 12: 60GB data, unlimited minutes & SMS for �12.
- GOLD MAX 12: 120GB data, unlimited minutes & SMS for �15.
For more details, you can visit the Talk Home website or contact customer services."
What is PAYG and what does it mean?,,"PAYG stands for pay-as-you-go. It is a type of mobile plan that allows you to pay only for what you use.

Unlike contracts, PAYG plans do not have fixed monthly fees or long-term commitments. Instead, you buy credit in advance, which can be used for data, minutes, and sending texts.

PAYG plans are usually prepaid, meaning you do not get charged extra fees when your credit runs out.

PAYG plans are suitable for light phone users, or those who want more flexibility and control over their mobile phone expenses."
What PAYG Plans Talk home mobile offer,https://mobile.talk-home.com/sim-only-deals/payg,"Talk Home offers several PAYG Plans,  Pocket-friendly plans, no commitments, truly unlimited connectivity. Stay connected for less with affordable Pay-as-you-go deals.              

1. Penny Pro
1p/MB
1p/Minute
1p/SMS

2. Starter with 4GB for �5
Unlimited Minutes & SMS
Free EU Roaming

3. Basic with 10GB for �8
Unlimited Minutes & SMS
Free EU Roaming

4. Blue with 20GB for �10
Unlimited Minutes & SMS
Free EU Roaming

5. Silver with 40GB for �15
Unlimited Minutes & SMS
Free EU Roaming

6. Gold with 80GB for �20
Unlimited Minutes & SMS
Free EU Roaming

7. Platinum with 150GB for �35
Unlimited Minutes & SMS
Free EU Roaming"
